Number,Direction,Feet,boundary
693,63.4468631,109.37,Pleasant Hill Rural Fire Protection District
694,47.13532087,110.54,Pleasant Hill Rural Fire Protection District
695,46.68229456,210.78,Pleasant Hill Rural Fire Protection District
696,41.54323618,211.77,Pleasant Hill Rural Fire Protection District
697,147.9975077,496.26,Pleasant Hill Rural Fire Protection District
698,219.9930504,414.47,Pleasant Hill Rural Fire Protection District
699,132.824637,51.62,Pleasant Hill Rural Fire Protection District
700,118.7905719,103.08,Pleasant Hill Rural Fire Protection District
701,132.8253571,199.41,Pleasant Hill Rural Fire Protection District
702,154.5953696,170.61,Pleasant Hill Rural Fire Protection District
703,164.481164,55.13,Pleasant Hill Rural Fire Protection District
704,169.2973433,0.33,Pleasant Hill Rural Fire Protection District
705,169.0693629,104.02,Pleasant Hill Rural Fire Protection District
706,149.7047677,97.34,Pleasant Hill Rural Fire Protection District
707,163.3095578,188.19,Pleasant Hill Rural Fire Protection District
708,158.4486035,125.49,Pleasant Hill Rural Fire Protection District
709,155.975587,115.8,Pleasant Hill Rural Fire Protection District
710,153.3248494,156.22,Pleasant Hill Rural Fire Protection District
711,152.670252,195.43,Pleasant Hill Rural Fire Protection District
712,147.6167545,239.75,Pleasant Hill Rural Fire Protection District
713,150.1858116,92.82,Pleasant Hill Rural Fire Protection District
714,126.4492861,82.6,Pleasant Hill Rural Fire Protection District
715,109.4962767,156.29,Pleasant Hill Rural Fire Protection District
716,107.6075818,308.81,Pleasant Hill Rural Fire Protection District
717,109.2542177,183.72,Pleasant Hill Rural Fire Protection District
718,95.15714963,86.51,Pleasant Hill Rural Fire Protection District
719,90.97812783,205.15,Pleasant Hill Rural Fire Protection District
720,91.6842939,179.77,Pleasant Hill Rural Fire Protection District
721,97.27887824,273.59,Pleasant Hill Rural Fire Protection District
722,91.36993693,300.66,Pleasant Hill Rural Fire Protection District
723,89.95893268,372.59,Pleasant Hill Rural Fire Protection District
724,81.02402592,150.35,Pleasant Hill Rural Fire Protection District
725,82.36923356,97.46,Pleasant Hill Rural Fire Protection District
726,87.98391235,97.46,Pleasant Hill Rural Fire Protection District
727,91.27183454,275.63,Pleasant Hill Rural Fire Protection District
728,93.59944978,285.09,Pleasant Hill Rural Fire Protection District
729,76.33051668,87.43,Pleasant Hill Rural Fire Protection District
730,76.74858556,239.69,Pleasant Hill Rural Fire Protection District
731,76.76340774,126.61,Pleasant Hill Rural Fire Protection District
732,84.76789111,84.46,Pleasant Hill Rural Fire Protection District
733,2.800485576,439.98,Pleasant Hill Rural Fire Protection District
734,89.02046273,1159.72,Pleasant Hill Rural Fire Protection District
735,171.9014251,252.71,Pleasant Hill Rural Fire Protection District
736,59.44983636,254.86,Pleasant Hill Rural Fire Protection District
737,62.83013204,246.65,Pleasant Hill Rural Fire Protection District
738,54.46098404,155.13,Pleasant Hill Rural Fire Protection District
739,55.54605408,100.46,Pleasant Hill Rural Fire Protection District
740,49.34699024,146.82,Pleasant Hill Rural Fire Protection District
741,37.95748146,143.91,Pleasant Hill Rural Fire Protection District
742,32.08303317,174.21,Pleasant Hill Rural Fire Protection District
743,40.24985723,54.38,Pleasant Hill Rural Fire Protection District
744,50.50062053,54.38,Pleasant Hill Rural Fire Protection District
745,62.62122284,114.03,Pleasant Hill Rural Fire Protection District
746,50.82896413,111.15,Pleasant Hill Rural Fire Protection District
747,47.69038062,82.35,Pleasant Hill Rural Fire Protection District
748,51.08513334,82.75,Pleasant Hill Rural Fire Protection District
749,50.12390092,107.77,Pleasant Hill Rural Fire Protection District
750,60.10086591,71.92,Pleasant Hill Rural Fire Protection District
751,67.16880104,78.73,Pleasant Hill Rural Fire Protection District
752,62.15109035,579.83,0
753,68.8902891,1302.27,0
754,182.5748331,68.57,0
755,61.73066741,79.6,Pleasant Hill Rural Fire Protection District
756,74.15907431,65.27,Pleasant Hill Rural Fire Protection District
757,71.17307553,71.22,Pleasant Hill Rural Fire Protection District
758,65.22275783,71.22,Pleasant Hill Rural Fire Protection District
759,60.30198098,51.35,Pleasant Hill Rural Fire Protection District
760,63.17264911,59.71,Pleasant Hill Rural Fire Protection District
761,70.9693959,59.71,Pleasant Hill Rural Fire Protection District
762,76.81756474,29.87,Pleasant Hill Rural Fire Protection District
763,78.99323619,888.85,Pleasant Hill Rural Fire Protection District
764,2.062169523,1134.9,Pleasant Hill Rural Fire Protection District
765,2.115300216,0.24,Pleasant Hill Rural Fire Protection District
766,94.60604492,1281.13,Pleasant Hill Rural Fire Protection District
767,181.5580125,563.69,Pleasant Hill Rural Fire Protection District
768,90.32076895,139.53,Pleasant Hill Rural Fire Protection District
769,86.41389235,71.15,Pleasant Hill Rural Fire Protection District
770,71.31225499,106.47,Pleasant Hill Rural Fire Protection District
771,62.22650163,261.75,Pleasant Hill Rural Fire Protection District
772,57.8513869,165.73,Pleasant Hill Rural Fire Protection District
773,67.04046221,86.93,Pleasant Hill Rural Fire Protection District
774,78.22002852,204.19,Pleasant Hill Rural Fire Protection District
775,70.55820001,70.89,Pleasant Hill Rural Fire Protection District
776,57.8117588,47.34,Pleasant Hill Rural Fire Protection District
777,52.69489648,158.4,Pleasant Hill Rural Fire Protection District
778,52.81716491,0.28,Pleasant Hill Rural Fire Protection District
779,52.69430459,101.88,Pleasant Hill Rural Fire Protection District
780,57.02147888,19.92,Pleasant Hill Rural Fire Protection District
781,1.318162215,1254.61,Pleasant Hill Rural Fire Protection District
782,93.99326997,1259.89,Pleasant Hill Rural Fire Protection District
783,180.5145523,1350.92,Pleasant Hill Rural Fire Protection District
784,274.6539274,1279.49,Pleasant Hill Rural Fire Protection District
785,1.126986249,0.2,Pleasant Hill Rural Fire Protection District
786,1.317411887,31.14,Pleasant Hill Rural Fire Protection District
787,232.694828,46.55,Pleasant Hill Rural Fire Protection District
788,232.5976772,0.29,Pleasant Hill Rural Fire Protection District
789,232.6950205,202.99,Pleasant Hill Rural Fire Protection District
790,237.8119821,54.44,Pleasant Hill Rural Fire Protection District
791,250.5578549,81.53,Pleasant Hill Rural Fire Protection District
792,258.2200285,204.19,Pleasant Hill Rural Fire Protection District
793,247.0392612,71.45,Pleasant Hill Rural Fire Protection District
794,235.8592902,62.03,Pleasant Hill Rural Fire Protection District
795,239.0436929,108.19,Pleasant Hill Rural Fire Protection District
796,242.2266554,261.75,Pleasant Hill Rural Fire Protection District
797,246.944113,61.87,Pleasant Hill Rural Fire Protection District
798,256.3324988,61.87,Pleasant Hill Rural Fire Protection District
799,266.7407735,75.28,Pleasant Hill Rural Fire Protection District
800,272.4705293,83.05,Pleasant Hill Rural Fire Protection District
801,269.7231075,25.46,Pleasant Hill Rural Fire Protection District
802,263.6881924,30.72,Pleasant Hill Rural Fire Protection District
803,181.5577625,814.51,Pleasant Hill Rural Fire Protection District
804,273.8245686,1292.98,Pleasant Hill Rural Fire Protection District
805,2.064801201,239.17,Pleasant Hill Rural Fire Protection District
806,258.9934224,874.67,Pleasant Hill Rural Fire Protection District
807,254.867716,51.55,Pleasant Hill Rural Fire Protection District
808,244.1325234,92.92,Pleasant Hill Rural Fire Protection District
809,243.7358789,116.1,Pleasant Hill Rural Fire Protection District
810,252.538608,142.67,Pleasant Hill Rural Fire Protection District
811,237.1719035,113.29,Pleasant Hill Rural Fire Protection District
812,237.913829,414.83,Pleasant Hill Rural Fire Protection District
813,238.8478503,153.67,Pleasant Hill Rural Fire Protection District
814,229.427482,80.91,Pleasant Hill Rural Fire Protection District
815,258.2895286,106.57,Pleasant Hill Rural Fire Protection District
816,274.6864221,165.27,Pleasant Hill Rural Fire Protection District
817,257.0733984,282.66,Pleasant Hill Rural Fire Protection District
818,248.9767995,280.48,Pleasant Hill Rural Fire Protection District
819,235.2554208,144.42,Pleasant Hill Rural Fire Protection District
820,225.4014376,167.58,Pleasant Hill Rural Fire Protection District
821,236.1941895,249.41,Pleasant Hill Rural Fire Protection District
822,227.7407426,63.26,Pleasant Hill Rural Fire Protection District
823,214.0955849,183.48,Pleasant Hill Rural Fire Protection District
824,213.2904109,212.77,Pleasant Hill Rural Fire Protection District
825,229.8322304,210.72,Pleasant Hill Rural Fire Protection District
826,240.5112889,203.65,Pleasant Hill Rural Fire Protection District
827,254.6293077,143.14,Pleasant Hill Rural Fire Protection District
828,244.762735,96.59,Pleasant Hill Rural Fire Protection District
829,237.9970142,118.02,Pleasant Hill Rural Fire Protection District
830,182.3080017,1087.34,Pleasant Hill Rural Fire Protection District
831,270.4826563,687.96,Pleasant Hill Rural Fire Protection District
832,1.618359552,625.7,Pleasant Hill Rural Fire Protection District
833,271.8985981,640.41,Pleasant Hill Rural Fire Protection District
834,1.962180277,142.58,Pleasant Hill Rural Fire Protection District
835,264.8345333,75.92,Pleasant Hill Rural Fire Protection District
836,258.3976002,75.92,Pleasant Hill Rural Fire Protection District
837,252.1823441,276.81,Pleasant Hill Rural Fire Protection District
838,256.2914113,49.26,Pleasant Hill Rural Fire Protection District
839,263.4557314,160.93,Pleasant Hill Rural Fire Protection District
840,276.4618971,185.44,Pleasant Hill Rural Fire Protection District
841,277.3289724,241.98,Pleasant Hill Rural Fire Protection District
842,270.6741571,93.86,Pleasant Hill Rural Fire Protection District
843,262.2528936,176.26,Pleasant Hill Rural Fire Protection District
844,253.9263745,101.37,Pleasant Hill Rural Fire Protection District
845,260.4439819,95.78,Pleasant Hill Rural Fire Protection District
846,273.8468293,606.99,Pleasant Hill Rural Fire Protection District
847,273.8425021,443.21,Pleasant Hill Rural Fire Protection District
848,268.1838857,204.53,Pleasant Hill Rural Fire Protection District
849,268.214271,0.42,Pleasant Hill Rural Fire Protection District
850,268.7174761,0.04,Pleasant Hill Rural Fire Protection District
851,276.1453503,123.55,Pleasant Hill Rural Fire Protection District
852,289.9796622,92.79,Pleasant Hill Rural Fire Protection District
853,295.9624192,65.13,Pleasant Hill Rural Fire Protection District
854,284.0993324,206.46,Pleasant Hill Rural Fire Protection District
855,282.0704302,243.67,Pleasant Hill Rural Fire Protection District
856,307.229945,99.43,Pleasant Hill Rural Fire Protection District
857,313.1488697,96.91,Pleasant Hill Rural Fire Protection District
858,328.4821004,330.2,Pleasant Hill Rural Fire Protection District
859,335.3958086,202.8,Pleasant Hill Rural Fire Protection District
860,332.7291762,101.05,Pleasant Hill Rural Fire Protection District
861,318.2801896,105.91,Pleasant Hill Rural Fire Protection District
862,342.6380409,150.09,Pleasant Hill Rural Fire Protection District
863,342.7880617,285.54,Pleasant Hill Rural Fire Protection District
864,345.3901111,176.09,Pleasant Hill Rural Fire Protection District
865,349.7764878,86.68,Pleasant Hill Rural Fire Protection District
866,325.1014897,87.89,Pleasant Hill Rural Fire Protection District
867,311.3892891,199.47,Pleasant Hill Rural Fire Protection District
868,296.1274961,104.4,Pleasant Hill Rural Fire Protection District
869,321.1051728,47.52,Pleasant Hill Rural Fire Protection District
870,321.0752874,230.27,Pleasant Hill Rural Fire Protection District
871,303.7575421,90.56,Pleasant Hill Rural Fire Protection District
872,285.5556753,125.98,Pleasant Hill Rural Fire Protection District
873,323.2357475,41.85,Pleasant Hill Rural Fire Protection District
874,294.726772,123.02,Pleasant Hill Rural Fire Protection District
875,289.4329821,50.42,Pleasant Hill Rural Fire Protection District
876,279.4009018,50.42,Pleasant Hill Rural Fire Protection District
877,266.8601374,75.5,Pleasant Hill Rural Fire Protection District
878,259.3338985,99.05,Pleasant Hill Rural Fire Protection District
879,256.4780063,187.55,Pleasant Hill Rural Fire Protection District
880,248.8242423,302.25,Pleasant Hill Rural Fire Protection District
881,255.5918352,84.78,Pleasant Hill Rural Fire Protection District
882,284.5341239,148.55,Pleasant Hill Rural Fire Protection District
883,295.0690139,72.62,Pleasant Hill Rural Fire Protection District
884,304.8325598,101.59,Pleasant Hill Rural Fire Protection District
885,314.6194713,280.84,Pleasant Hill Rural Fire Protection District
886,313.3507448,105.28,Pleasant Hill Rural Fire Protection District
887,309.9401693,95.79,Pleasant Hill Rural Fire Protection District
888,297.4820856,814.67,Pleasant Hill Rural Fire Protection District
889,293.5791324,192.01,Pleasant Hill Rural Fire Protection District
890,290.6526058,80.5,Pleasant Hill Rural Fire Protection District
891,283.5263621,201.55,Pleasant Hill Rural Fire Protection District
892,297.139427,199,Pleasant Hill Rural Fire Protection District
893,260.5487025,102.59,Pleasant Hill Rural Fire Protection District
894,297.7212865,100.77,Pleasant Hill Rural Fire Protection District
895,269.4393075,411,Pleasant Hill Rural Fire Protection District
896,260.4592932,129.91,Pleasant Hill Rural Fire Protection District
897,181.1269581,597.62,Pleasant Hill Rural Fire Protection District
898,271.7267197,706.13,Pleasant Hill Rural Fire Protection District
899,1.163318179,461.09,Pleasant Hill Rural Fire Protection District
900,236.6960789,57.4,Pleasant Hill Rural Fire Protection District
901,229.4768064,150.48,Pleasant Hill Rural Fire Protection District
902,238.8555866,104.61,Pleasant Hill Rural Fire Protection District
903,246.4450473,209.01,Pleasant Hill Rural Fire Protection District
904,252.5364087,232.34,Pleasant Hill Rural Fire Protection District
905,275.0300156,652.14,Pleasant Hill Rural Fire Protection District
906,276.8900477,267.45,Pleasant Hill Rural Fire Protection District
907,291.05647,165.29,Pleasant Hill Rural Fire Protection District
908,291.3179836,185.52,Pleasant Hill Rural Fire Protection District
909,303.8723798,44.01,Pleasant Hill Rural Fire Protection District
910,290.3270383,44.01,Pleasant Hill Rural Fire Protection District
911,276.7821987,44.01,Pleasant Hill Rural Fire Protection District
912,263.2375634,44.01,Pleasant Hill Rural Fire Protection District
913,246.306015,65.82,Pleasant Hill Rural Fire Protection District
914,244.9978768,361.52,Pleasant Hill Rural Fire Protection District
915,231.5368257,228.53,Pleasant Hill Rural Fire Protection District
916,229.3387883,243.99,Pleasant Hill Rural Fire Protection District
917,233.4821268,42.94,Pleasant Hill Rural Fire Protection District
918,240.6904641,43.94,Pleasant Hill Rural Fire Protection District
919,248.0112276,44.79,Pleasant Hill Rural Fire Protection District
920,254.7660248,42.57,Pleasant Hill Rural Fire Protection District
921,261.6449409,43.7,Pleasant Hill Rural Fire Protection District
922,268.3371215,37.76,Pleasant Hill Rural Fire Protection District
923,181.2293437,226.66,Pleasant Hill Rural Fire Protection District
924,222.3899606,840.46,Pleasant Hill Rural Fire Protection District
925,180.6002842,460.78,Pleasant Hill Rural Fire Protection District
926,182.3734117,597.21,0
927,271.4360282,1357.44,0
928,182.0939287,843.62,Pleasant Hill Rural Fire Protection District
929,271.2569913,866.26,Pleasant Hill Rural Fire Protection District
930,181.630313,561.54,Pleasant Hill Rural Fire Protection District
931,165.6100688,900.52,0
932,124.5748295,1693.81,Pleasant Hill Rural Fire Protection District
933,141.6916304,427.87,Pleasant Hill Rural Fire Protection District
934,92.08075144,1267.73,0
935,92.58871706,1278.44,0
936,181.2409445,1320.66,City of Eugene
937,181.0265986,1215.74,City of Eugene
938,265.8218452,516.48,0
939,279.8765664,225.79,0
940,301.6428801,632.21,0
941,309.6901251,878.74,0
942,225.0933339,753.52,0
943,278.4270144,151.67,Pleasant Hill Rural Fire Protection District
944,278.8806876,305.97,Pleasant Hill Rural Fire Protection District
945,277.1250163,152.33,Pleasant Hill Rural Fire Protection District
946,286.3892045,167.4,Pleasant Hill Rural Fire Protection District
947,295.0170605,156.37,Pleasant Hill Rural Fire Protection District
948,299.0545759,194.52,Pleasant Hill Rural Fire Protection District
949,296.5649517,253.49,Pleasant Hill Rural Fire Protection District
950,295.346302,198.61,Pleasant Hill Rural Fire Protection District
951,305.4270708,197.35,Pleasant Hill Rural Fire Protection District
952,309.0828458,249.63,Pleasant Hill Rural Fire Protection District
953,316.9749888,133.81,Pleasant Hill Rural Fire Protection District
954,327.3809598,96.78,Pleasant Hill Rural Fire Protection District
955,336.2976099,146.01,Pleasant Hill Rural Fire Protection District
956,353.4801564,114.87,Pleasant Hill Rural Fire Protection District
957,355.9138272,45.77,Pleasant Hill Rural Fire Protection District
958,343.301126,34.04,Pleasant Hill Rural Fire Protection District
959,331.3879981,40.86,Pleasant Hill Rural Fire Protection District
960,316.847838,71.51,Pleasant Hill Rural Fire Protection District
961,313.0249975,66.9,Pleasant Hill Rural Fire Protection District
962,301.0791825,277.93,Pleasant Hill Rural Fire Protection District
963,286.927543,78.39,Pleasant Hill Rural Fire Protection District
964,278.4173451,84.44,Pleasant Hill Rural Fire Protection District
965,268.027261,202.76,Dexter Rural Fire Protection District
966,144.5028169,273.16,Pleasant Hill Rural Fire Protection District
967,169.7228545,2582.06,Pleasant Hill Rural Fire Protection District
968,94.76379957,168.1,Pleasant Hill Rural Fire Protection District
969,168.4597075,2090.13,Pleasant Hill Rural Fire Protection District
970,166.3857703,1255.07,Pleasant Hill Rural Fire Protection District
971,166.5042951,1960.06,Pleasant Hill Rural Fire Protection District
972,166.5690023,656.44,Pleasant Hill Rural Fire Protection District
973,161.2742167,593.68,Pleasant Hill Rural Fire Protection District
974,157.2571454,180.19,Pleasant Hill Rural Fire Protection District
975,156.0558424,27.59,Pleasant Hill Rural Fire Protection District
976,156.0553162,82.54,Pleasant Hill Rural Fire Protection District
977,150.6424133,349.88,Pleasant Hill Rural Fire Protection District
978,142.0578327,1425.89,Pleasant Hill Rural Fire Protection District
979,144.7159779,2068.23,Pleasant Hill Rural Fire Protection District
980,298.763983,2146.37,Pleasant Hill Rural Fire Protection District
981,181.6753201,131.72,Pleasant Hill Rural Fire Protection District
982,271.7206325,647,Pleasant Hill Rural Fire Protection District
983,271.7206605,548.55,Pleasant Hill Rural Fire Protection District
984,1.67042157,33.79,Pleasant Hill Rural Fire Protection District
985,271.6707934,652.9,Pleasant Hill Rural Fire Protection District
986,271.670593,1328.29,Pleasant Hill Rural Fire Protection District
987,181.4435334,1000.83,Pleasant Hill Rural Fire Protection District
988,181.4432418,255.35,Pleasant Hill Rural Fire Protection District
989,276.708659,971.58,Pleasant Hill Rural Fire Protection District
990,316.2237748,114.61,Pleasant Hill Rural Fire Protection District
991,305.1331154,60.76,0
992,32.87113601,632,Pleasant Hill Rural Fire Protection District
993,18.19110086,40.34,Pleasant Hill Rural Fire Protection District
994,351.0683161,34.68,Pleasant Hill Rural Fire Protection District
995,317.6857484,56.99,Pleasant Hill Rural Fire Protection District
996,296.562239,1049.28,Pleasant Hill Rural Fire Protection District
997,224.1122561,541.56,Pleasant Hill Rural Fire Protection District
998,271.3685742,1088.8,Pleasant Hill Rural Fire Protection District
999,181.7205489,1249.1,Pleasant Hill Rural Fire Protection District
1000,88.97873671,730.17,Pleasant Hill Rural Fire Protection District
1001,93.07928232,550.96,Pleasant Hill Rural Fire Protection District
1002,71.89723854,431.57,Pleasant Hill Rural Fire Protection District
1003,61.5544571,128.82,Pleasant Hill Rural Fire Protection District
1004,56.37828007,60.64,Pleasant Hill Rural Fire Protection District
1005,126.5214888,42.07,0
1006,181.6814692,942.96,Pleasant Hill Rural Fire Protection District
